expression,reading,meaning,tags
補う,おぎなう,to compensate for,JLPT N2
お気の毒に,おきのどくに,I'm sorry to hear that…,JLPT N2
屋外,おくがい,outdoors,JLPT N2
送り仮名,おくりがな,part of word written in kana,JLPT N2
お元気で,おげんきで,Take care',JLPT N2
怠る,おこたる,"to neglect, to fail",JLPT N2
お先に,おさきに,"before, after you",JLPT N2
伯父,おじ,(humble) uncle (older than one's parent),JLPT N2
叔父,おじ,uncle (younger than one's parent),JLPT N2
惜しい,おしい,"regrettable, disappointing",JLPT N2
伯父さん,おじさん,"(hon.) middle-aged gentleman, uncle",JLPT N2
小父さん,おじさん,"(hon.) middle-aged gentleman, uncle",JLPT N2
叔父さん,おじさん,"(hon.) middle-aged gentleman, uncle",JLPT N2
お邪魔します,おじゃまします,Excuse me for disturbing you,JLPT N2
お世話になりました,おせわになりました,I've been in your care,JLPT N2
お大事に,おだいじに,"Take care of yourself, Take care!, Get well soon",JLPT N2
落着く,おちつく,"to calm down, to settle down",JLPT N2
お出掛け,おでかけ,outing,JLPT N2
お手伝いさん,おてつだいさん,maid,JLPT N2
落し物,おとしもの,lost property,JLPT N2
驚かす,おどろかす,"to surprise, to frighten",JLPT N2
お願いします,おねがいします,"Please (lit., I request)",JLPT N2
各々,おのおの,"each, every, either",JLPT N2
伯母,おば,(humble) aunt (older than one's parent),JLPT N2
叔母,おば,aunt (younger than one's parent),JLPT N2
小母さん,おばさん,"lady, woman, ma'am",JLPT N2
おはよう,おはよう,(abbr.) Good morning,JLPT N2
お参り,おまいり,"worship, shrine visit",JLPT N2
お待たせしました,おまたせしました,Sorry to have kept you waiting,JLPT N2
お待ちください,おまちください,Please wait a moment,JLPT N2
おまちどおさま,おまちどおさま,Sorry to have kept you waiting,JLPT N2
おめでたい,おめでたい,"happy event, matter for congratulation",JLPT N2
思い掛けない,おもいがけない,"unexpected, casual",JLPT N2
思い切り,おもいきり,"with all one's strength (heart), resignation, resolution",JLPT N2
思い込む,おもいこむ,"to be under impression that, to be convinced that",JLPT N2
思いっ切り,おもいっきり,"very, much, fully",JLPT N2
重たい,おもたい,"heavy, massive, serious",JLPT N2
お休み,おやすみ,"holiday, absence; (exp.) Good night",JLPT N2
おやつ,おやつ,"between meal snack, afternoon refreshment",JLPT N2
親指,おやゆび,thumb,JLPT N2
オルガン,オルガン,organ,JLPT N2
恩恵,おんけい,"blessing, benefit",JLPT N2
温室,おんしつ,greenhouse,JLPT N2
温泉,おんせん,"spa, hot spring",JLPT N2
温帯,おんたい,temperate zone,JLPT N2
御中,おんちゅう,Messrs.,JLPT N2
女の人,おんなのひと,woman,JLPT N2
～下,～か,under ~,JLPT N2
～化,～か,action of making something,JLPT N2
～科,～か,"family, group, course",JLPT N2
～歌,～か,song of ~,JLPT N2
カーブ,カーブ,curve; curve ball (baseball),JLPT N2
外～,がい～,"foreign ~, outside ~",JLPT N2
～外,～がい,out of ~,JLPT N2
開会,かいかい,opening of a meeting,JLPT N2
会館,かいかん,"meeting hall, assembly hall",JLPT N2
改札,かいさつ,examination of tickets,JLPT N2
解散,かいさん,"breakup, dissolution",JLPT N2
海水浴,かいすいよく,"sea bathing, seawater bath",JLPT N2
回数,かいすう,"number of times, frequency",JLPT N2
回数券,かいすうけん,book of tickets,JLPT N2
改正,かいせい,"revision, amendment, alteration",JLPT N2
快晴,かいせい,good weather,JLPT N2
解説,かいせつ,"explanation, commentary",JLPT N2
改造,かいぞう,remodeling,JLPT N2
開通,かいつう,"opening, open",JLPT N2
回転,かいてん,"rotation, turning",JLPT N2
解答,かいとう,"answer, solution",JLPT N2
回答,かいとう,"reply, answer",JLPT N2
外部,がいぶ,"the outside, external",JLPT N2
解放,かいほう,"release, liberation, emancipation",JLPT N2
開放,かいほう,"open, throw open, liberalization",JLPT N2
海洋,かいよう,ocean,JLPT N2
概論,がいろん,"introduction, general remark",JLPT N2
却って,かえって,"on the contrary, rather",JLPT N2
家屋,かおく,"house, building",JLPT N2
係わる,かかわる,"to concern oneself in, to be involved in",JLPT N2
書留,かきとめ,registered mail,JLPT N2
書取,かきとり,dictation,JLPT N2
垣根,かきね,hedge,JLPT N2
限り,かぎり,"limit(s), as far as possible",JLPT N2
各～,かく～,"every ~, each ~",JLPT N2
架空,かくう,"imaginary, fiction, fanciful",JLPT N2
各自,かくじ,"individual, each",JLPT N2
拡充,かくじゅう,expansion,JLPT N2
学術,がくじゅつ,"science, learning, scholarship",JLPT N2
各地,かくち,various parts of the country,JLPT N2
拡張,かくちょう,"expansion, extension",JLPT N2
角度,かくど,angle,JLPT N2
学年,がくねん,"year in school, grade in school",JLPT N2
格別,かくべつ,exceptional,JLPT N2
確率,かくりつ,probability,JLPT N2
学力,がくりょく,"scholarship, knowledge",JLPT N2
掛け算,かけざん,multiplication,JLPT N2
可決,かけつ,"approval, adoption (e.g., motion, bill), passage",JLPT N2
火口,かこう,crater (of a volcano),JLPT N2
下降,かこう,"decline, descent, fall",JLPT N2
火山,かざん,volcano,JLPT N2
かしこまりました,かしこまりました,Certainly,JLPT N2
貸し出し,かしだし,"lending, loaning",JLPT N2
過失,かしつ,"error, mistake, negligence",JLPT N2
果実,かじつ,fruit,JLPT N2
貸間,かしま,room to let,JLPT N2
貸家,かしや,house for rent,JLPT N2
箇所,かしょ,"place, point, part",JLPT N2
過剰,かじょう,"excess, over-",JLPT N2
かじる,かじる,"to chew, to bite (at)",JLPT N2
課税,かぜい,taxation,JLPT N2
下線,かせん,"underline, underscore",JLPT N2
カセット,カセット,cassette (tape),JLPT N2
加速,かそく,acceleration,JLPT N2
加速度,かそくど,acceleration,JLPT N2
塊,かたまり,"lump, mass, cluster",JLPT N2
固まる,かたまる,"to harden, to solidify, to become firm",JLPT N2
片道,かたみち,one-way (trip),JLPT N2
傾く,かたむく,"to incline toward, to slant, to lurch",JLPT N2
片寄る,かたよる,"to be one-sided, to incline, to be partial",JLPT N2
～がち,～がち,tend to do ~,JLPT N2
学科,がっか,"study subject, course of study",JLPT N2
学会,がっかい,academic conference,JLPT N2
学級,がっきゅう,class,JLPT N2
担ぐ,かつぐ,"to shoulder, to carry on shoulder",JLPT N2
括弧,かっこ,"parenthesis, brackets",JLPT N2
活字,かつじ,printing type,JLPT N2
勝手に,かってに,"arbitrarily,",JLPT N2
活力,かつりょく,"vitality, energy",JLPT N2
仮名,かな,kana,JLPT N2
仮名遣い,かなづかい,"kana orthography, syllabary spelling",JLPT N2
加熱,かねつ,heating,JLPT N2
兼ねる,かねる,to simultaneously serve two or more functions,JLPT N2
カバー,カバー,"cover (e.g., book)",JLPT N2
過半数,かはんすう,majority,JLPT N2
かび (～がはえる),かび (～がはえる),"mold, mildew",JLPT N2
被せる,かぶせる,to cover (with something),JLPT N2
釜,かま,"iron pot, kettle",JLPT N2
構いません,かまいません,it's all right; one doesn’t mind,JLPT N2
紙屑,かみくず,wastepaper,JLPT N2
神様,かみさま,god,JLPT N2
剃刀,かみそり,razor,JLPT N2
ガム,ガム,chewing gum,JLPT N2
貨物,かもつ,"cargo, freight",JLPT N2
カラー,カラー,"collar, color",JLPT N2
からかう,からかう,"to ridicule, to make fun of",JLPT N2
空っぽ,からっぽ,"empty, vacant, hollow",JLPT N2
かるた,かるた,playing cards (POR: carta),JLPT N2
枯れる,かれる,"to wither, to die (plant), to be blasted (plant)",JLPT N2
カロリー,カロリー,calorie,JLPT N2
可愛がる,かわいがる,"to love, to be affectionate",JLPT N2
為替,かわせ,"money order, exchange",JLPT N2
瓦,かわら,roof tile,JLPT N2
～刊,～かん,"~ issued (magazine, newspaper)",JLPT N2
～間,～かん,"between, during",JLPT N2
～巻,～かん,volume,JLPT N2
～館,～かん,"~ hall, ~ building",JLPT N2
～感,～かん,"feeling, sense, impression",JLPT N2
換気,かんき,ventilation,JLPT N2
感激,かんげき,"deep emotion, impression, inspiration",JLPT N2
関西,かんさい,"south-western half of Japan, including Osaka",JLPT N2
元日,がんじつ,New Year's Day,JLPT N2
鑑賞,かんしょう,appreciation,JLPT N2
感ずる,かんずる,"to feel, to sense",JLPT N2
間接,かんせつ,"indirect, indirectness",JLPT N2
観測,かんそく,observation,JLPT N2
寒帯,かんたい,frigid zone,JLPT N2
官庁,かんちょう,"government office, authorities",JLPT N2
勘違い,かんちがい,"misunderstanding, wrong guess",JLPT N2
缶詰,かんづめ,"canning, canned goods,",JLPT N2
乾電池,かんでんち,"dry cell, battery",JLPT N2
関東,かんとう,"eastern half of Japan, including Tokyo",JLPT N2
観念,かんねん,"idea, notion; sense",JLPT N2
乾杯,かんぱい,Cheers! (a toast),JLPT N2
看板,かんばん,"sign, signboard",JLPT N2
看病,かんびょう,nursing (a patient),JLPT N2
冠,かんむり,"crown, wreath",JLPT N2
漢和,かんわ,"Chinese Character-Japanese (e.g., dictionary)",JLPT N2
～期,～き,"~age, ~period",JLPT N2
～器,～き,"device, equipment",JLPT N2
～機,～き,machine,JLPT N2
気圧,きあつ,atmospheric pressure,JLPT N2
着替え,きがえ,"changing clothes, change of clothes",JLPT N2
着替える,きがえる,to change (one's) clothes,JLPT N2
機関車,きかんしゃ,"locomotive, engine",JLPT N2
飢饉,ききん,famine,JLPT N2
器具,きぐ,instrument,JLPT N2
記号,きごう,"symbol, code",JLPT N2
刻む,きざむ,"to mince, to carve, to engrave",JLPT N2
儀式,ぎしき,"ceremony, rite, ritual",JLPT N2
基準,きじゅん,"standard, basis, criteria",JLPT N2
規準,きじゅん,"standard, basis, criteria",JLPT N2
起床,きしょう,"rising, getting out of bed",JLPT N2
着せる,きせる,to put on clothes,JLPT N2
基礎,きそ,"foundation, basis",JLPT N2
基地,きち,base,JLPT N2
きっかけ,きっかけ,"prompt, trigger, cue",JLPT N2
ぎっしり,ぎっしり,"tightly, fully",JLPT N2
基盤,きばん,"foundation, basis",JLPT N2
～気味,～ぎみ,slightly ~,JLPT N2
客席,きゃくせき,guest seating,JLPT N2
客間,きゃくま,"parlor, guest room",JLPT N2
ギャング,ギャング,gang,JLPT N2
キャンパス,キャンパス,campus,JLPT N2
休業,きゅうぎょう,"closure, shutdown, holiday",JLPT N2
休講,きゅうこう,lecture canceled,JLPT N2
給与,きゅうよ,salary,JLPT N2
休養,きゅうよう,"rest, break, recreation",JLPT N2
清い,きよい,"clear, pure, noble",JLPT N2
～教,～きょう,religion,JLPT N2
～行,～ぎょう,"line, row",JLPT N2
～業,～ぎょう,type of business,JLPT N2
強化,きょうか,"strengthen, intensify, reinforce",JLPT N2
境界,きょうかい,boundary,JLPT N2
共産～,きょうさん～,communist ~,JLPT N2
行事,ぎょうじ,"event, function",JLPT N2
恐縮,きょうしゅく,sorry to trouble,JLPT N2
教養,きょうよう,"culture, education, sophistication",JLPT N2
行列,ぎょうれつ,"line, procession; matrix (math)",JLPT N2
漁業,ぎょぎょう,fishing (industry),JLPT N2
曲線,きょくせん,curve,JLPT N2
規律,きりつ,"order, rules, law",JLPT N2
斬る,きる,"to behead, to murder",JLPT N2
～きる,～きる,"nevertheless, to carry through",JLPT N2
～切れ,～きれ,out of ~,JLPT N2
気を付ける,きをつける,"to be careful, to pay attention, to take care",JLPT N2
金魚,きんぎょ,goldfish,JLPT N2
区域,くいき,"zone, district, area",JLPT N2
空～,くう～,empty ~,JLPT N2
偶数,ぐうすう,even number,JLPT N2
空想,くうそう,"daydream, fantasy",JLPT N2
空中,くうちゅう,"sky, air",JLPT N2
クーラー,クーラー,air conditioner,JLPT N2
釘,くぎ,nail,JLPT N2
区切る,くぎる,"to punctuate, to cut off, to mark off",JLPT N2
櫛,くし,comb,JLPT N2
くしゃみ,くしゃみ,sneeze,JLPT N2
苦情,くじょう,"complaint, grievance, grumble",JLPT N2
苦心,くしん,"pain, trouble",JLPT N2
屑,くず,"waste, scrap",JLPT N2
崩す,くずす,"to destroy, to make change (money)",JLPT N2
薬指,くすりゆび,ring finger,JLPT N2
崩れる,くずれる,"to collapse, to crumble",JLPT N2
砕く,くだく,"to break, to smash",JLPT N2
砕ける,くだける,"to break, to be broken",JLPT N2
くたびれる,くたびれる,"to get tired, to wear out",JLPT N2
くだらない,くだらない,"good-for-nothing, stupid, worthless",JLPT N2
～口,～くち,"~ opening; ~ entrance, ~ exit",JLPT N2
唇,くちびる,lip,JLPT N2
口紅,くちべに,lipstick,JLPT N2
くっつく,くっつく,"to adhere to, to keep close to",JLPT N2
くっつける,くっつける,to attach,JLPT N2
くどい,くどい,"verbose, importunate, heavy (taste)",JLPT N2
句読点,くとうてん,punctuation marks,JLPT N2
配る,くばる,"to distribute, to deliver",JLPT N2
工夫,くふう,"device, artifice, ingenuity",JLPT N2
区分,くぶん,"division, section, classification",JLPT N2
組合せ,くみあわせ,combination,JLPT N2
組み立てる,くみたてる,"to assemble, to set up, to construct",JLPT N2
悔やむ,くやむ,"to regret, to mourn",JLPT N2
クリーニング,クリーニング,"cleaning, dry cleaning, laundry service",JLPT N2
くるむ,くるむ,"to be enveloped by, to wrap up",JLPT N2
くれぐれも,くれぐれも,"repeatedly, sincerely, earnestly",JLPT N2
～形,～けい,shape of ~,JLPT N2
～系,～けい,"~ system, ~ lineage, ~ group",JLPT N2
稽古,けいこ,"practice, training, study",JLPT N2
敬語,けいご,"honorific language (lit., respect language)",JLPT N2
蛍光灯,けいこうとう,fluorescent lamp,JLPT N2
形式,けいしき,"form, formality, format",JLPT N2
継続,けいぞく,continuation,JLPT N2
毛糸,けいと,knitting wool,JLPT N2
経度,けいど,longitude,JLPT N2
系統,けいとう,"system, genealogy",JLPT N2
芸能,げいのう,"public entertainment, performing arts",JLPT N2
競馬,けいば,horse racing,JLPT N2
警備,けいび,"defense, guard, policing, security",JLPT N2
形容詞,けいようし,adjective,JLPT N2
形容動詞,けいようどうし,"adjectival noun, quasi-adjective",JLPT N2
外科,げか,surgical department,JLPT N2
毛皮,けがわ,"fur, skin, pelt",JLPT N2
激増,げきぞう,sudden increase,JLPT N2
下車,げしゃ,"alighting, getting off",JLPT N2
下旬,げじゅん,month (last third of),JLPT N2
下水,げすい,"drainage, sewage, ditch, gutter, sewerage",JLPT N2
削る,けずる,"to cut down little by little, to take a percentage",JLPT N2
桁,けた,"column, beam, digit",JLPT N2
下駄,げた,"(Japanese footwear), wooden clogs",JLPT N2
血圧,けつあつ,blood pressure,JLPT N2
月給,げっきゅう,monthly salary,JLPT N2
傑作,けっさく,"masterpiece, best work",JLPT N2
月末,げつまつ,end of the month,JLPT N2
気配,けはい,"indication, sign, hint",JLPT N2
下品,げひん,"vulgar, indecent, coarse",JLPT N2
煙い,けむい,smoky,JLPT N2
険しい,けわしい,"steep, rugged; severe",JLPT N2
～圏,～けん,"bloc, sphere, area",JLPT N2
現～,げん～,"present, incumbent",JLPT N2
見学,けんがく,"tour, study by observation",JLPT N2
謙虚,けんきょ,"modesty, humble",JLPT N2
原稿,げんこう,"manuscript, copy",JLPT N2
原産,げんさん,place of origin,JLPT N2
原始,げんし,"origin, primeval",JLPT N2
研修,けんしゅう,training,JLPT N2
厳重,げんじゅう,"strict, severe, firm",JLPT N2
謙遜,けんそん,"humble, humility, modesty",JLPT N2
県庁,けんちょう,prefectural office,JLPT N2
限度,げんど,"limit, bounds",JLPT N2
現に,げんに,"actually, really",JLPT N2
顕微鏡,けんびきょう,microscope,JLPT N2
懸命,けんめい,"eagerness, strenuous",JLPT N2
原理,げんり,"principle, theory, fundamental truth",JLPT N2
原料,げんりょう,raw materials,JLPT N2
小～,こ～,small ~,JLPT N2
恋しい,こいしい,"dear, beloved; to miss",JLPT N2
高～,こう～,high (level) ~,JLPT N2
～校,～こう,counter for school,JLPT N2
～港,～こう,~ port,JLPT N2
～号,～ごう,counter for magazine; the name of ship,JLPT N2
工員,こういん,factory worker,JLPT N2
強引,ごういん,"forcible, assertive, pushy",JLPT N2
公害,こうがい,"public nuisance, pollution",JLPT N2
高級,こうきゅう,high class; first-rate,JLPT N2
公共,こうきょう,"public, community, communal",JLPT N2
工芸,こうげい,industrial arts,JLPT N2
孝行,こうこう,filial piety,JLPT N2
交差,こうさ,cross,JLPT N2
講師,こうし,lecturer,JLPT N2
工事,こうじ,construction work,JLPT N2
公式,こうしき,"formula, formality, official",JLPT N2
口実,こうじつ,excuse,JLPT N2
こうして,こうして,"like this, with this",JLPT N2
公衆,こうしゅう,the public,JLPT N2
香水,こうすい,perfume,JLPT N2
功績,こうせき,"achievements, merit",JLPT N2
光線,こうせん,"beam, light ray",JLPT N2
高層,こうそう,"tall, high rise",JLPT N2
構造,こうぞう,"structure, construction",JLPT N2
交替,こうたい,"change, relief, alteration",JLPT N2
耕地,こうち,arable land,JLPT N2
交通機関,こうつうきかん,transportation facilities,JLPT N2
校庭,こうてい,school yard,JLPT N2
肯定,こうてい,"positive, affirmation",JLPT N2
高度,こうど,"altitude, height; advanced",JLPT N2
高等,こうとう,"high class, high grade",JLPT N2
合同,ごうどう,"combination, incorporation",JLPT N2
高等学校,こうとうがっこう,senior high school,JLPT N2
公表,こうひょう,"official announcement, proclamation",JLPT N2
鉱物,こうぶつ,mineral,JLPT N2
公務,こうむ,"official business, public business",JLPT N2
項目,こうもく,item,JLPT N2
紅葉,こうよう,fall colors (of leaves),JLPT N2
合理,ごうり,rational,JLPT N2
交流,こうりゅう,exchange; alternating current,JLPT N2
合流,ごうりゅう,"confluence, merge, join",JLPT N2
効力,こうりょく,"effect, efficacy",JLPT N2
コース,コース,course,JLPT N2
コーラス,コーラス,chorus,JLPT N2
焦がす,こがす,"to burn, to scorch",JLPT N2
～国,～こく,nation of ~,JLPT N2
国王,こくおう,king,JLPT N2
国立,こくりつ,national,JLPT N2
ご苦労様,ごくろうさま,Thank you for your had work,JLPT N2
焦げる,こげる,"to burn, to be burned",JLPT N2
凍える,こごえる,"to freeze, to be chilled, to be frozen",JLPT N2
心当たり,こころあたり,"having some knowledge of, happening to know",JLPT N2
心得る,こころえる,"to understand, to have thorough knowledge",JLPT N2
腰掛け,こしかけ,"seat, bench",JLPT N2
腰掛ける,こしかける,to sit (down),JLPT N2
五十音,ごじゅうおん,the Japanese syllabary,JLPT N2
こしらえる,こしらえる,"to make, to manufacture",JLPT N2
個体,こたい,an individual,JLPT N2
ごちそうさま,ごちそうさま,Thank you for the meal,JLPT N2
こちらこそ,こちらこそ,it is I who should say so,JLPT N2
小遣い,こづかい,"pocket money, allowance",JLPT N2
コック,コック,"cook; tap, cock",JLPT N2
こっそり,こっそり,"stealthily, secretly",JLPT N2
古典,こてん,"classics, classic",JLPT N2
～毎,～ごと,"every ~, each ~",JLPT N2
〜 (まる) ごと,〜 (まる) ごと,"whole ~, all of ~",JLPT N2
言付ける,ことづける,to leave a message,JLPT N2
言葉遣い,ことばづかい,"speech, expression, wording",JLPT N2
こないだ,こないだ,"the other day, lately, recently",JLPT N2
御無沙汰,ごぶさた,not writing or contacting for a while,JLPT N2
ゴム,ゴム,"gum, rubber",JLPT N2
御免,ごめん,"declining (something); pardon, sorry",JLPT N2
ごめんください,ごめんください,"May I come in, Is anyone here",JLPT N2
小指,こゆび,little finger,JLPT N2
娯楽,ごらく,"pleasure, amusement, recreation",JLPT N2
御覧,ごらん,"(hon.) look, inspection, try",JLPT N2
コレクション,コレクション,collection; correction,JLPT N2
転がす,ころがす,to roll,JLPT N2
転がる,ころがる,"to roll, to tumble",JLPT N2
紺,こん,"navy blue, deep blue",JLPT N2
今～,こん～,"this, current",JLPT N2
コンクール,コンクール,contest (FRE: concours),JLPT N2
コンクリート,コンクリート,concrete,JLPT N2
混合,こんごう,"mixing, mixture",JLPT N2
コンセント,コンセント,consent; power outlet,JLPT N2
献立,こんだて,menu,JLPT N2
こんばんは,こんばんは,good evening,JLPT N2
サークル,サークル,"circle, sports club (e.g., at a company)",JLPT N2
再～,さい～,re ~,JLPT N2
最～,さい～,the most ~,JLPT N2
在学,ざいがく,(enrolled) in school,JLPT N2
再三,さいさん,"again and again, repeatedly",JLPT N2
祭日,さいじつ,"national holiday, festival day",JLPT N2
催促,さいそく,"demand, urge (action), press for",JLPT N2
採点,さいてん,"marking, grading",JLPT N2
災難,さいなん,"calamity, misfortune",JLPT N2
裁縫,さいほう,sewing,JLPT N2
材木,ざいもく,"lumber, timber",JLPT N2
サイレン,サイレン,siren,JLPT N2
逆さ,さかさ,"reverse, upside down",JLPT N2
逆様,さかさま,"reverse, upside down",JLPT N2
捜す,さがす,"to search, to seek, to look for",JLPT N2
遡る,さかのぼる,"to go back, to date back; ascend",JLPT N2
酒場,さかば,"bar, bar-room",JLPT N2
一昨昨日,さきおととい,"two days before yesterday, three days ago",JLPT N2
先程,さきほど,a little while ago,JLPT N2
索引,さくいん,"index, indices",JLPT N2
作者,さくしゃ,"author, artist",JLPT N2
削除,さくじょ,"elimination, deletion",JLPT N2
作成,さくせい,"creation, preparation, to make",JLPT N2
作製,さくせい,"manufacture, production",JLPT N2
探る,さぐる,"to search, to look for, investigate",JLPT N2
囁く,ささやく,"to whisper, to murmur",JLPT N2
匙,さじ,spoon,JLPT N2
座敷,ざしき,tatami room,JLPT N2
差し支え,さしつかえ,"hindrance, impediment",JLPT N2
差し引き,さしひき,"deduction, balance",JLPT N2
刺身,さしみ,sliced raw fish,JLPT N2
(かさを～) さす,(かさを～) さす,to open; hold (an umbrella),JLPT N2
流石,さすが,"indeed, truly, as one would expect",JLPT N2
撮影,さつえい,photographing,JLPT N2
雑音,ざつおん,"noise (jarring, grating)",JLPT N2
さっさと,さっさと,quickly,JLPT N2
早速,さっそく,"at once, immediately, promptly",JLPT N2
錆,さび,rust (color),JLPT N2
錆びる,さびる,"to rust, to become rusty",JLPT N2
座布団,ざぶとん,cushion (Japanese),JLPT N2
妨げる,さまたげる,"to disturb, to prevent",JLPT N2
さようなら,さようなら,good-bye,JLPT N2
サラリーマン,サラリーマン,salaryman; company employee,JLPT N2
騒がしい,さわがしい,noisy,JLPT N2
さわやか,さわやか,"fresh, refreshing",JLPT N2
～山,～さん,the name of mountain,JLPT N2
～産,～さん,made in ~,JLPT N2
三角,さんかく,"triangle, triangular",JLPT N2
算数,さんすう,arithmetic,JLPT N2
産地,さんち,producing area,JLPT N2
サンプル,サンプル,sample,JLPT N2
山林,さんりん,mountain forest,JLPT N2
～史,～し,history of ~,JLPT N2
～紙,～し,"newspaper, type of paper",JLPT N2
～寺,～じ,the name of temple,JLPT N2
仕上がる,しあがる,to be finished,JLPT N2
明明後日,しあさって,two days after tomorrow,JLPT N2
シーズン,シーズン,season (sporting),JLPT N2
シーツ,シーツ,sheet,JLPT N2
寺院,じいん,temple,JLPT N2
しいんと (する),しいんと (する),"silent (as the grave), (deathly) quiet",JLPT N2
自衛,じえい,self-defense,JLPT N2
塩辛い,しおからい,salty (taste),JLPT N2
司会,しかい,"host, chairperson",JLPT N2
四角い,しかくい,square,JLPT N2
仕方がない,しかたがない,"it can't be helped, it's inevitable",JLPT N2
～時間目,～じかんめ,"~th hour, ~th period",JLPT N2
時間割,じかんわり,"timetable, schedule",JLPT N2
〜(日本) 式,～(にほん) しき,"custom,",JLPT N2
敷地,しきち,site,JLPT N2
敷く,しく,"to spread out, to lay out",JLPT N2
茂る,しげる,to grow thick,JLPT N2
持参,じさん,"bringing, taking, carrying",JLPT N2
磁石,じしゃく,magnet,JLPT N2
四捨五入,ししゃごにゅう,rounding up (fractions),JLPT N2
始終,しじゅう,"continuously, always, constantly",JLPT N2
自習,じしゅう,self-study,JLPT N2
静まる,しずまる,"to quieten down, to calm down",JLPT N2
姿勢,しせい,attitude; posture,JLPT N2
自然科学,しぜんかがく,natural science,JLPT N2
時速,じそく,speed (per hour),JLPT N2
子孫,しそん,"descendant, offspring",JLPT N2
死体,したい,corpse,JLPT N2
下書き,したがき,"rough copy, draft",JLPT N2
自宅,じたく,one's own home (same as 自分の家 (じぶんのいえ)),JLPT N2
下町,したまち,old parts of town,JLPT N2
自治,じち,"self-government, autonomy",JLPT N2
室～,しつ～,room,JLPT N2
～室,～しつ,counter for room,JLPT N2
実感,じっかん,"feelings, realization",JLPT N2
しつこい,しつこい,"insistent, obstinate",JLPT N2
実習,じっしゅう,"practice, training",JLPT N2
実績,じっせき,"achievements, actual results",JLPT N2
執筆,しっぴつ,writing,JLPT N2
実物,じつぶつ,an actual thing,JLPT N2
しっぽ,しっぽ,tail (animal),JLPT N2
実用,じつよう,"practical use, utility",JLPT N2
しつれいしました (かん),しつれいしました (かん),"Excuse me., I'm sorry.",JLPT N2
実例,じつれい,"example, instance",JLPT N2
失恋,しつれん,"broken heart, unrequited love",JLPT N2
指定,してい,"designation, specification, assignment",JLPT N2
私鉄,してつ,private railway,JLPT N2
縛る,しばる,"to tie, to bind",JLPT N2
地盤,じばん,(the) ground,JLPT N2
しびれる,しびれる,to become numb,JLPT N2
紙幣,しへい,"paper money, notes, bills",JLPT N2
しぼむ,しぼむ,"to wither, to shrivel",JLPT N2
絞る,しぼる,"to press, to wring, to squeeze",JLPT N2
縞,しま,stripe,JLPT N2
～おしまい (おわり),～おしまい (おわり),end up ~,JLPT N2
しみじみ,しみじみ,"keenly, deeply, heartily",JLPT N2
氏名,しめい,full name,JLPT N2
締切,しめきり,deadline,JLPT N2
締め切る,しめきる,"to close, cancel",JLPT N2
しめた (かん),しめた (かん),"I've got it, all right, fine",JLPT N2
地面,じめん,"ground, earth's surface",JLPT N2
～車,～しゃ,~ car,JLPT N2
～者,～しゃ,person,JLPT N2
～社,～しゃ,counter for company,JLPT N2
ジャーナリスト,ジャーナリスト,journalist,JLPT N2
社会科学,しゃかいかがく,social science,JLPT N2
しゃがむ,しゃがむ,to squat,JLPT N2
蛇口,じゃぐち,"faucet, tap",JLPT N2
弱点,じゃくてん,"weak point, weakness",JLPT N2
車庫,しゃこ,"garage, car shed",JLPT N2
車掌,しゃしょう,(train) conductor,JLPT N2
写生,しゃせい,"sketching, drawing from nature",JLPT N2
社説,しゃせつ,editorial,JLPT N2
しゃっくり,しゃっくり,"hiccough, hiccup",JLPT N2
シャッター,シャッター,shutter,JLPT N2
しゃぶる,しゃぶる,"to suck, to chew",JLPT N2
車輪,しゃりん,(car) wheel,JLPT N2
洒落,しゃれ,"joke, pun, witticism",JLPT N2
じゃんけん,じゃんけん,rock-scissors-paper game,JLPT N2
～手,～しゅ,"~ player, person who does ~",JLPT N2
～酒,～しゅ,kind of alcohol,JLPT N2
～集,～しゅう,collection of ~,JLPT N2
重～,じゅう～,heavy ~,JLPT N2
集会,しゅうかい,"meeting, assembly",JLPT N2
集金,しゅうきん,money collection,JLPT N2
集合,しゅうごう,"gathering, assembly",JLPT N2
習字,しゅうじ,penmanship,JLPT N2
修繕,しゅうぜん,"repair, mending",JLPT N2
じゅうたん (カーペット),じゅうたん (カーペット),carpet,JLPT N2
終点,しゅうてん,"terminus, last stop (e.g train)",JLPT N2
重点,じゅうてん,"important point, lay stress on, emphasis",JLPT N2
リズム,リズム,rhythm,JLPT N2
リットル,リットル,liter,JLPT N2
リボン,リボン,ribbon,JLPT N2
略す,りゃくす,to abbreviate,JLPT N2
～流,～りゅう,"fashion, manner, way",JLPT N2
流域,りゅういき,(river) basin,JLPT N2
両～,りょう～,both ~,JLPT N2
～料,～りょう,"fare, charge",JLPT N2
～領,～りょう,territory,JLPT N2
両側,りょうがわ,both sides,JLPT N2
漁師,りょうし,fisherman,JLPT N2
領事,りょうじ,consul,JLPT N2
領収,りょうしゅう,"receipt, voucher",JLPT N2
～力,～りょく,power of ~,JLPT N2
臨時,りんじ,"temporary, special, extraordinary",JLPT N2
留守番,るすばん,"care-taking, caretaker, house-watching",JLPT N2
零点,れいてん,"zero, no marks",JLPT N2
冷凍,れいとう,"freezing, cold storage, refrigeration",JLPT N2
レインコート,レインコート,raincoat,JLPT N2
レクリェーション,レクリェーション,recreation,JLPT N2
レジャー,レジャー,leisure,JLPT N2
